poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,methodology,partisan,polldate,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand2_name,cand2_id,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment
32634,39230,1543,2010,2010_Sen-GS_WV,WV,Sen-G,Sen-GS,Global Strategy Group,118,Live Phone,D,10/19/2010,804,"Joe Manchin, III",4489,DEM,48,John Raese,4491,REP,43,,5,11/2/2010,53.47,43.4,10.07,5.07,-5.07,1,-2.972462269,"for Joe Manchin, III"
32608,39204,1543,2010,2010_Sen-GS_WV,WV,Sen-G,Sen-GS,Rasmussen Reports,277,IVR,,10/19/2010,750,"Joe Manchin, III",4489,DEM,43,John Raese,4491,REP,50,,-7,11/2/2010,53.47,43.4,10.07,17.07,-17.07,0,10.16555172,
32633,81782,4573,2010,2010_House-G_GA-2,GA-2,House-G,House-G,Landmark Communications,166,IVR,,10/19/2010,836,Sanford Bishop,10756,DEM,45,Mike Keown,10757,REP,47,,-2,11/2/2010,51.44,48.56,2.88,4.88,-4.88,0,-2.351565641,
32633,81789,4579,2010,2010_House-G_GA-8,GA-8,House-G,House-G,Landmark Communications,166,IVR,,10/19/2010,763,James Marshall,10760,DEM,35,Austin Scott,10761,REP,51,,-16,11/2/2010,47.3,52.7,-5.39,10.61,-10.61,1,4.582861525,
51750,81802,4618,2010,2010_House-G_IA-2,IA-2,House-G,House-G,Tarrance Group,333,Live Phone,R,10/19/2010,300,Dave Loebsack,10769,DEM,44,Mariannette Miller-Meeks,10768,REP,45,1,-1,11/2/2010,51.04,45.96,5.08,6.08,-6.08,0,-1.587732049,for Mariannette Miller-Meeks
51811,81886,4628,2010,2010_House-G_KY-3,KY-3,House-G,House-G,Braun Research,33,Live Phone,,10/19/2010,504,John Yarmuth,10808,DEM,57.9,Todd Lally,10809,REP,31.4,1.8,26.5,11/2/2010,54.68,44.01,10.67,15.83,15.83,1,9.311632509,
51874,81962,4674,2010,2010_House-G_MN-1,MN-1,House-G,House-G,Grove Insight,129,Live Phone,D,10/19/2010,400,Tim Walz,10834,DEM,50,Randy Demmer,10835,REP,34,,16,11/2/2010,49.36,44.07,5.29,10.71,10.71,1,5.275565665,for unspecified Democratic sponsor
51895,81988,4685,2010,2010_House-G_MS-4,MS-4,House-G,House-G,Tarrance Group,333,Live Phone,R,10/19/2010,300,Gene Taylor,10859,DEM,41,Steven Palazzo,10858,REP,43,,-2,11/2/2010,46.83,51.93,-5.1,3.1,3.1,1,-2.43514292,for Steven Palazzo
51921,82020,4697,2010,2010_House-G_NE-2,NE-2,House-G,House-G,Wiese Research Associates,382,Live Phone,,10/19/2010,450,Tom White,10873,DEM,40,Lee Terry,10874,REP,48,,-8,11/2/2010,39.19,60.81,-21.61,13.61,13.61,1,6.182676954,
51985,82111,4741,2010,2010_House-G_NY-22,NY-22,House-G,House-G,Magellan Strategies,179,IVR,R,10/19/2010,600,Maurice D. Hinchey,10909,DEM,43,George K. Phillips,10910,REP,43,,0,11/2/2010,52.66,47.34,5.32,5.32,-5.32,0.5,-1.435126465,for George K. Phillips; sample size unavailable; estimated at 600 as a default
51915,82008,4762,2010,2010_House-G_ND-1,ND-1,House-G,House-G,Rasmussen Reports,277,IVR,,10/19/2010,500,Earl Pomeroy,10872,DEM,42,Rick Berg,10871,REP,52,,-10,11/2/2010,45.08,54.92,-9.84,0.16,-0.16,1,-5.357247397,
32865,117790,4775,2010,2010_House-G_OH-13,OH-13,House-G,House-G,ccAdvertising,396,IVR,,10/19/2010,1772,Betty Sutton,10928,DEM,39.3,Tom Ganley,10927,REP,34.4,,4.9000001,11/2/2010,55.73,44.27,11.46,6.56,-6.56,1,-0.505001924,
32865,117792,4778,2010,2010_House-G_OH-16,OH-16,House-G,House-G,ccAdvertising,396,IVR,,10/19/2010,2715,John A. Boccieri,10931,DEM,31.5,Jim Renacci,10932,REP,45.9,,-14.4,11/2/2010,41.26,52.08,-10.82,3.58,-3.58,1,-3.456241395,
32865,117793,4780,2010,2010_House-G_OH-18,OH-18,House-G,House-G,ccAdvertising,396,IVR,,10/19/2010,2291,Zachary T. Space,10934,DEM,33.4,Bob Gibbs,10933,REP,46.5,,-13.1,11/2/2010,40.49,53.86,-13.37,0.27,0.27,1,-6.779740418,
52035,82171,4796,2010,2010_House-G_PA-6,PA-6,House-G,House-G,Monmouth University,215,IVR,,10/19/2010,642,Manan Trivedi,10947,DEM,44,Jim Gerlach,10948,REP,54,,-10,11/2/2010,42.9,57.1,-14.2,4.2,4.2,1,-3.1250069,
52047,82186,4800,2010,2010_House-G_PA-10,PA-10,House-G,House-G,Lycoming College Polling Institute,176,Live Phone,,10/19/2010,296,Christopher P. Carney,10953,DEM,45,Tom Marino,10954,REP,39,,6,11/2/2010,44.82,55.18,-10.35,16.35,16.35,0,10.55488709,
52105,82256,4826,2010,2010_House-G_TN-8,TN-8,House-G,House-G,Tarrance Group,333,Live Phone,R,10/19/2010,300,Roy Brasfield Herron,10981,DEM,35,Stephen Lee Fincher,10980,REP,50,,-15,11/2/2010,38.8,58.99,-20.19,5.19,5.19,1,-2.426551901,for Stephen Lee Fincher
52128,82285,4868,2010,2010_House-G_VA-5,VA-5,House-G,House-G,Benenson Strategy Group,30,Live Phone,D,10/19/2010,400,Tom S. Perriello,10999,DEM,46,Robert Hurt,10998,REP,47,3,-1,11/2/2010,47.02,50.85,-3.83,2.83,2.83,1,-1.517738806,for Tom S. Perriello
52157,82317,4880,2010,2010_House-G_WA-6,WA-6,House-G,House-G,Clout Research,55,IVR,R,10/19/2010,1262,Norman DeValois Dicks,11013,DEM,44.2,Doug R. Cloud,11012,REP,48.3,,-4.0999999,11/2/2010,58.04,41.96,16.08,20.18,-20.18,0,13.03277054,for Doug R. Cloud
52158,82318,4882,2010,2010_House-G_WA-8,WA-8,House-G,House-G,SurveyUSA,325,IVR,,10/19/2010,639,Suzan DelBene,11014,DEM,45,David G. Reichert,11015,REP,52,,-7,11/2/2010,47.95,52.05,-4.1,2.9,-2.9,1,-4.433087652,for KING TV (Seattle)
63736,117339,8657,2010,2010_House-G_US,US,House-G,House-G,Gallup,112,Live Phone,,10/19/2010,1900,Generic Candidate,13740,DEM,42,Generic Candidate,13741,REP,54,,-12,11/2/2010,46.62,53.38,-6.77,5.23,-5.23,1,2.111350156,
1092,32665,8657,2010,2010_House-G_US,US,House-G,House-G,Lake Research Partners/The Tarrance Group,114,Live Phone,,10/19/2010,600,Generic Candidate,13740,DEM,42,Generic Candidate,13741,REP,47,,-5,11/2/2010,46.62,53.38,-6.77,1.77,1.77,1,-2.082004178,for George Washington University | Politico; sample size unavailable; estimated at 600 as a default
32719,83583,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,Field Research Corp. (Field Poll),94,Live Phone,,10/20/2010,1092,Jerry Brown,11276,DEM,49,Meg Whitman,11278,REP,39,,10,11/2/2010,53.77,40.88,12.88,2.88,-2.88,1,-3.429383314,
63952,117707,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,McLaughlin & Associates,203,Live Phone,R,10/20/2010,900,Jerry Brown,11276,DEM,46,Meg Whitman,11278,REP,43,,3,11/2/2010,53.77,40.88,12.88,9.88,-9.88,1,3.57433098,for Meg Whitman
32897,117617,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,TCJ Research,327,IVR,,10/20/2010,1000,Jerry Brown,11276,DEM,47,Meg Whitman,11278,REP,43,,4,11/2/2010,53.77,40.88,12.88,8.88,-8.88,1,2.575793301,
52905,83657,1279,2010,2010_Gov-G_CO,CO,Gov-G,Gov-G,Magellan Strategies,179,IVR,,10/20/2010,1067,John Wright Hickenlooper,11279,DEM,44,Tom Tancredo,13666,IND,43,9,1,11/2/2010,51.05,36.38,14.67,13.67,,1,5.816613258,
32645,83656,1279,2010,2010_Gov-G_CO,CO,Gov-G,Gov-G,SurveyUSA,325,IVR/Live Phone,,10/20/2010,621,John Wright Hickenlooper,11279,DEM,49,Tom Tancredo,13666,IND,39,9,10,11/2/2010,51.05,36.38,14.67,4.67,,1,-3.846529168,for Denver Post | KUSA-TV (Colorado)
32626,83685,1280,2010,2010_Gov-G_CT,CT,Gov-G,Gov-G,Suffolk University,323,Live Phone,,10/20/2010,500,Dannel P. Malloy,11281,DEM,49,Thomas C. Foley,11282,REP,38,4,11,11/2/2010,49.51,48.95,0.56,10.44,10.44,1,6.631184458,
52937,83722,1281,2010,2010_Gov-G_FL,FL,Gov-G,Gov-G,Susquehanna Polling & Research Inc.,326,IVR,,10/20/2010,1514,Alex Sink,11283,DEM,45,Rick Scott,11284,REP,45,,0,11/2/2010,47.72,48.87,-1.15,1.15,1.15,0.5,-2.239019612,
32650,83721,1281,2010,2010_Gov-G_FL,FL,Gov-G,Gov-G,Zogby Analytics,395,Online,,10/20/2010,802,Alex Sink,11283,DEM,43,Rick Scott,11284,REP,39,,4,11/2/2010,47.72,48.87,-1.15,5.15,5.15,0,1.661294892,for WPTV | WFTX-TV (Ft. Myers) | WSFL-TV | WTXL-TV | WFTS-TV
32641,137973,1285,2010,2010_Gov-G_IL,IL,Gov-G,Gov-G,Market Shares Corp.,187,Live Phone,,10/20/2010,700,Pat Quinn,11291,DEM,39,William E. Brady,11292,REP,43,5,-4,11/2/2010,46.79,45.94,0.85,4.85,-4.85,0,-1.296369746,for Chicago Tribune | WGN
52978,83809,1285,2010,2010_Gov-G_IL,IL,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/20/2010,750,Pat Quinn,11291,DEM,37,William E. Brady,11292,REP,45,6,-8,11/2/2010,46.79,45.94,0.85,8.85,-8.85,0,3.194656901,
53025,83904,1294,2010,2010_Gov-G_MA,MA,Gov-G,Gov-G,University of New Hampshire Survey Center,357,Live Phone,,10/20/2010,519,Deval Patrick,11302,DEM,43,Charles D. Baker,11303,REP,39,8,4,11/2/2010,48.48,42.05,6.42,2.42,-2.42,1,-2.428198388,for Boston Globe
53074,83956,1296,2010,2010_Gov-G_MN,MN,Gov-G,Gov-G,Princeton Survey Research Associates International,258,Live Phone,,10/20/2010,999,Mark Dayton,11307,DEM,41,Tom Emmer,11308,REP,34,13,7,11/2/2010,43.67,43.25,0.42,6.58,6.58,1,2.505472475,for Minneapolis Star Tribune
53076,83960,1296,2010,2010_Gov-G_MN,MN,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/20/2010,750,Mark Dayton,11307,DEM,44,Tom Emmer,11308,REP,41,10,3,11/2/2010,43.67,43.25,0.42,2.58,2.58,1,-1.95197696,
32863,117661,1297,2010,2010_Gov-G_NV,NV,Gov-G,Gov-G,ccAdvertising,396,IVR,,10/20/2010,1884,Rory Reid,11312,DEM,32,Brian E. Sandoval,11313,REP,48,,-16,11/2/2010,42.34,54.29,-11.95,4.05,-4.05,1,-1.414332356,
52087,84306,1304,2010,2010_Gov-G_SD,SD,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/20/2010,500,Scott N. Heidepriem,11333,DEM,36,Dennis M. Daugaard,11334,REP,55,,-19,11/2/2010,38.49,61.51,-23.03,4.03,4.03,1,-3.406471992,
32896,39492,1507,2010,2010_Sen-G_AK,AK,Sen-G,Sen-G,TCJ Research,327,IVR,,10/20/2010,1000,Lisa Murkowski,2261,W,37,Joe Miller,556,REP,36,21,1,11/2/2010,39.67,35.65,4.01,3.01,,1,-2.219660513,
32719,39315,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,Field Research Corp. (Field Poll),94,Live Phone,,10/20/2010,1092,Barbara Boxer,620,DEM,49,Carly Fiorina,623,REP,41,,8,11/2/2010,52.18,42.17,10.01,2.01,-2.01,1,-4.494961542,
32897,39493,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,TCJ Research,327,IVR,,10/20/2010,1000,Barbara Boxer,620,DEM,47,Carly Fiorina,623,REP,50,,-3,11/2/2010,52.18,42.17,10.01,13.01,-13.01,0,7.080895253,
32645,39241,1511,2010,2010_Sen-G_CO,CO,Sen-G,Sen-G,SurveyUSA,325,IVR/Live Phone,,10/20/2010,621,Michael Bennet,638,DEM,47,Ken Buck,2305,REP,47,,0,11/2/2010,48.05,46.42,1.63,1.63,-1.63,0.5,-2.730448165,for Denver Post | KUSA-TV (Colorado)
32626,39222,1512,2010,2010_Sen-G_CT,CT,Sen-G,Sen-G,Suffolk University,323,Live Phone,,10/20/2010,500,Richard Blumenthal,656,DEM,57,Linda McMahon,657,REP,39,2,18,11/2/2010,55.16,43.22,11.94,6.06,6.06,1,1.650161213,
32898,39494,1512,2010,2010_Sen-G_CT,CT,Sen-G,Sen-G,TCJ Research,327,IVR,,10/20/2010,1000,Richard Blumenthal,656,DEM,49,Linda McMahon,657,REP,46,,3,11/2/2010,55.16,43.22,11.94,8.94,-8.94,1,5.173827687,
32899,39495,1513,2010,2010_Sen-GS_DE,DE,Sen-G,Sen-GS,TCJ Research,327,IVR,,10/20/2010,1000,Christopher A. Coons,4467,DEM,51,Christine O'Donnell,4493,REP,44,,7,11/2/2010,56.61,40.03,16.58,9.58,-9.58,1,3.95230728,
32650,39246,1514,2010,2010_Sen-G_FL,FL,Sen-G,Sen-G,Zogby Analytics,395,Online,,10/20/2010,802,Marco Rubio,690,REP,40,Charlie Crist,4468,IND,33,18,7,11/2/2010,48.89,29.71,19.19,12.19,,1,6.581625772,for WPTV | WFTX-TV (Ft. Myers) | WSFL-TV | WTXL-TV | WFTS-TV
32641,39237,1518,2010,2010_Sen-G_IL,IL,Sen-G,Sen-G,Market Shares Corp.,187,Live Phone,,10/20/2010,700,Alexi Giannoulias,752,DEM,41,Mark Kirk,753,REP,44,5,-3,11/2/2010,46.42,48.01,-1.6,1.4,-1.4,1,-1.450447842,for Chicago Tribune | WGN
32901,39497,1518,2010,2010_Sen-G_IL,IL,Sen-G,Sen-G,TCJ Research,327,IVR,,10/20/2010,1000,Alexi Giannoulias,752,DEM,45,Mark Kirk,753,REP,48,,-3,11/2/2010,46.42,48.01,-1.6,1.4,-1.4,1,-1.862461468,
32640,39236,1520,2010,2010_Sen-G_IN,IN,Sen-G,Sen-G,EPIC-MRA,84,Live Phone,,10/20/2010,500,Brad Ellsworth,768,DEM,35,Daniel Coats,2385,REP,53,5,-18,11/2/2010,40,54.58,-14.58,3.42,-3.42,1,-2.656104725,for Wish-TV | WSBT
32900,39496,1528,2010,2010_Sen-G_NV,NV,Sen-G,Sen-G,TCJ Research,327,IVR,,10/20/2010,1000,Harry Reid,930,DEM,44,Sharron Angle,928,REP,51,,-7,11/2/2010,51.44,45.57,5.87,12.87,-12.87,0,4.985186407,
32863,39459,1528,2010,2010_Sen-G_NV,NV,Sen-G,Sen-G,ccAdvertising,396,IVR,,10/20/2010,1884,Harry Reid,930,DEM,39.8,Sharron Angle,928,REP,45.7,,-5.9000001,11/2/2010,51.44,45.57,5.87,11.77,-11.77,0,3.98952502,
32902,39498,1537,2010,2010_Sen-G_PA,PA,Sen-G,Sen-G,TCJ Research,327,IVR,,10/20/2010,1000,Joe Sestak,1032,DEM,45,Patrick J. Toomey,2537,REP,50,,-5,11/2/2010,48.99,51.01,-2.02,2.98,-2.98,1,-0.83929624,
32903,39499,1543,2010,2010_Sen-GS_WV,WV,Sen-G,Sen-GS,TCJ Research,327,IVR,,10/20/2010,1000,"Joe Manchin, III",4489,DEM,44,John Raese,4491,REP,49,,-5,11/2/2010,53.47,43.4,10.07,15.07,-15.07,0,7.854562822,
51693,81727,4536,2010,2010_House-G_CO-3,CO-3,House-G,House-G,PSB Research,250,Live Phone,,10/20/2010,400,John T. Salazar,10717,DEM,43,Scott Tipton,10718,REP,47,,-4,11/2/2010,45.76,50.1,-4.34,0.34,0.34,1,-7.121296634,
51739,81788,4579,2010,2010_House-G_GA-8,GA-8,House-G,House-G,PSB Research,250,Live Phone,,10/20/2010,400,James Marshall,10760,DEM,37,Austin Scott,10761,REP,50,,-13,11/2/2010,47.3,52.7,-5.39,7.61,-7.61,1,0.231513975,
32640,81860,4609,2010,2010_House-G_IN-2,IN-2,House-G,House-G,EPIC-MRA,84,Live Phone,,10/20/2010,400,Joe Donnelly,10791,DEM,48,Jackie Walorski,10792,REP,43,2,5,11/2/2010,48.18,46.84,1.34,3.66,3.66,1,-3.809775745,for Wish-TV | WSBT
32640,81867,4614,2010,2010_House-G_IN-7,IN-7,House-G,House-G,EPIC-MRA,84,Live Phone,,10/20/2010,400,André D. Carson,10795,DEM,50,Marvin Bailey Scott,10796,REP,37,,13,11/2/2010,58.9,37.81,21.09,8.09,-8.09,1,0.649004045,for Wish-TV | WSBT
51753,81806,4619,2010,2010_House-G_IA-3,IA-3,House-G,House-G,PSB Research,250,Live Phone,,10/20/2010,404,Leonard L. Boswell,10770,DEM,49,Brad Zaun,10771,REP,37,,12,11/2/2010,50.82,46.57,4.25,7.75,7.75,1,0.315945251,
51827,81902,4633,2010,2010_House-O_LA-2,LA-2,House-G,House-O,Zata3,392,IVR,D,10/20/2010,500,Cedric Richmond,10812,DEM,53,Anh Quang Cao,10813,REP,36,1.5,17,11/2/2010,64.59,33.47,31.12,14.12,-14.12,1,6.276885927,for unspecified Democratic sponsor
53025,81906,4652,2010,2010_House-G_MA-4,MA-4,House-G,House-G,University of New Hampshire Survey Center,357,Live Phone,,10/20/2010,385,Barney Frank,10814,DEM,46,Sean Bielat,10815,REP,33,,13,11/2/2010,53.92,43.38,10.54,2.46,2.46,1,-2.03215127,for Boston Globe
53025,81910,4658,2010,2010_House-G_MA-10,MA-10,House-G,House-G,University of New Hampshire Survey Center,357,Live Phone,,10/20/2010,349,Bill Keating,10816,DEM,37,Jeffrey Davis Perry,10817,REP,33,3,4,11/2/2010,46.9,42.41,4.49,0.49,-0.49,1,-4.750704016,for Boston Globe
51858,81942,4661,2010,2010_House-G_MI-3,MI-3,House-G,House-G,Public Opinion Strategies,260,Live Phone,R,10/20/2010,400,Patrick A. Miles,10827,DEM,30,Justin Amash,10826,REP,49,,-19,11/2/2010,37.47,59.68,-22.21,3.21,3.21,1,-4.671937012,for Justin Amash
32863,117795,4701,2010,2010_House-G_NV-3,NV-3,House-G,House-G,ccAdvertising,396,IVR,,10/20/2010,2414,Dina Titus,10897,DEM,32,Joseph J. Heck,10898,REP,41,,-9,11/2/2010,47.47,48.13,-0.65,8.35,-8.35,1,1.720035215,
51931,82039,4704,2010,2010_House-G_NJ-1,NJ-1,House-G,House-G,Zogby Analytics,395,Live Phone,,10/20/2010,400,Robert E. Andrews,10879,DEM,63,Dale Mark Glading,10880,REP,22,,41,11/2/2010,63.19,34.8,28.39,12.61,12.61,1,5.268652858,
51931,82041,4705,2010,2010_House-G_NJ-2,NJ-2,House-G,House-G,Zogby Analytics,395,Live Phone,,10/20/2010,400,Gary S. Stein,10881,DEM,20,Frank A. LoBiondo,10882,REP,57,,-37,11/2/2010,30.93,65.5,-34.57,2.43,-2.43,1,-4.880225281,
51931,82046,4706,2010,2010_House-G_NJ-3,NJ-3,House-G,House-G,Zogby Analytics,395,Live Phone,,10/20/2010,600,John H. Adler,10883,DEM,37,Jon Runyan,10884,REP,40,4.9,-3,11/2/2010,47.32,50.03,-2.71,0.29,-0.29,1,-3.916415703,
51955,82071,4718,2010,2010_House-G_NM-2,NM-2,House-G,House-G,Tarrance Group,333,Live Phone,R,10/20/2010,350,Harry Teague,10893,DEM,41,Stevan Pearce,10894,REP,50,,-9,11/2/2010,44.6,55.4,-10.81,1.81,1.81,1,-5.329250968,for Stevan Pearce
51972,82098,4738,2010,2010_House-G_NY-19,NY-19,House-G,House-G,Iona University Political Science Department,152,IVR,,10/20/2010,601,John Hall,10905,DEM,43,Nan Hayworth,10906,REP,44,,-1,11/2/2010,47.32,52.68,-5.36,4.36,4.36,1,-1.34743934,among registered voters
52016,82150,4786,2010,2010_House-G_OR-1,OR-1,House-G,House-G,Elway Research,87,Live Phone,,10/20/2010,400,David Wu,10937,DEM,51,Robert Y. Cornilles,10938,REP,38,,13,11/2/2010,54.82,42,12.82,0.18,0.18,1,-5.267022773,for The Oregonian
52016,82154,4790,2010,2010_House-G_OR-5,OR-5,House-G,House-G,Elway Research,87,Live Phone,,10/20/2010,400,Kurt Schrader,10941,DEM,50,L. Scott Bruun,10942,REP,38,,12,11/2/2010,51.32,46.02,5.3,6.7,6.7,1,-0.297477882,for The Oregonian
52040,82177,4798,2010,2010_House-G_PA-8,PA-8,House-G,House-G,Public Opinion Strategies,260,Live Phone,R,10/20/2010,400,Patrick J. Murphy,10952,DEM,40,Michael G. Fitzpatrick,10951,REP,50,,-10,11/2/2010,46.48,53.52,-7.05,2.95,-2.95,1,-2.640881012,for Michael G. Fitzpatrick
52055,82196,4801,2010,2010_House-G_PA-11,PA-11,House-G,House-G,PSB Research,250,Live Phone,,10/20/2010,402,Paul E. Kanjorski,10955,DEM,43,Lou Barletta,10956,REP,48,,-5,11/2/2010,45.3,54.7,-9.4,4.4,4.4,1,-4.057118916,
52069,82215,4807,2010,2010_House-G_PA-17,PA-17,House-G,House-G,Susquehanna Polling & Research Inc.,326,IVR,,10/20/2010,600,Thomas Timothy Holden,10965,DEM,58,David G. Argall,10966,REP,28,,30,11/2/2010,55.5,44.5,11,19,19,1,11.75725503,sample size unavailable; estimated at 600 as a default
52087,82238,4818,2010,2010_House-G_SD-1,SD-1,House-G,House-G,Rasmussen Reports,277,IVR,,10/20/2010,500,Stephanie Herseth Sandlin,10975,DEM,44,Kristi Noem,10976,REP,49,,-5,11/2/2010,45.89,48.12,-2.23,2.77,-2.77,1,0.012138599,
52110,82261,4844,2010,2010_House-G_TX-17,TX-17,House-G,House-G,PSB Research,250,Live Phone,,10/20/2010,404,Thomas Edwards,10984,DEM,40,Bill Flores,10985,REP,52,,-12,11/2/2010,36.57,61.8,-25.23,13.23,13.23,1,5.343587339,
52114,82265,4850,2010,2010_House-G_TX-23,TX-23,House-G,House-G,OnMessage Inc.,239,Live Phone,R,10/20/2010,400,Ciro D. Rodriguez,10987,DEM,39,Francisco R. Canseco,10986,REP,45,,-6,11/2/2010,44.44,49.4,-4.95,1.05,-1.05,1,-4.755939623,for Francisco R. Canseco
52148,82307,4876,2010,2010_House-G_WA-2,WA-2,House-G,House-G,SurveyUSA,325,IVR,,10/20/2010,643,Rick Larsen,11008,DEM,50,John Koster,11009,REP,46,,4,11/2/2010,51.07,48.93,2.14,1.86,1.86,1,-5.981539356,for KING TV (Seattle)
32638,83588,1278,2010,2010_Gov-G_CA,CA,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/21/2010,750,Jerry Brown,11276,DEM,48,Meg Whitman,11278,REP,42,,6,11/2/2010,53.77,40.88,12.88,6.88,-6.88,1,0.576315634,
32671,83683,1280,2010,2010_Gov-G_CT,CT,Gov-G,Gov-G,Quinnipiac University,267,Live Phone,,10/21/2010,702,Dannel P. Malloy,11281,DEM,48,Thomas C. Foley,11282,REP,43,,5,11/2/2010,49.51,48.95,0.56,4.44,4.44,1,0.505091274,
32708,83720,1281,2010,2010_Gov-G_FL,FL,Gov-G,Gov-G,Quinnipiac University,267,Live Phone,,10/21/2010,784,Alex Sink,11283,DEM,45,Rick Scott,11284,REP,41,,4,11/2/2010,47.72,48.87,-1.15,5.15,5.15,0,1.722390796,
32661,83796,1284,2010,2010_Gov-G_ID,ID,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/21/2010,625,Keith Allred,11289,DEM,30,C.L. 'Butch' Otter,11290,REP,52,5,-22,11/2/2010,32.85,59.11,-26.25,4.25,4.25,1,-3.214655718,for The Spokesman-Review
32864,117662,1288,2010,2010_Gov-G_NH,NH,Gov-G,Gov-G,ccAdvertising,396,IVR,,10/21/2010,744,John Lynch,11314,DEM,45,John A. Stephen,11315,REP,39,,6,11/2/2010,52.7,45.09,7.62,1.62,-1.62,1,-1.906147809,
53202,84168,1290,2010,2010_Gov-G_OK,OK,Gov-G,Gov-G,SoonerPoll.com,308,IVR,,10/21/2010,753,Jari Askins,11322,DEM,38,Mary Fallin,11323,REP,56,,-18,11/2/2010,39.55,60.45,-20.9,2.9,2.9,1,-4.562715537,for Tulsa World
32692,83881,1293,2010,2010_Gov-G_MD,MD,Gov-G,Gov-G,ABC News/The Washington Post,3,Live Phone,,10/21/2010,1434,Martin O'Malley,11300,DEM,54,Robert Ehrlich Jr.,11301,REP,40,,14,11/2/2010,56.29,41.82,14.47,0.47,-0.47,1,-4.276043492,
32684,84072,1298,2010,2010_Gov-G_NY,NY,Gov-G,Gov-G,Quinnipiac University,267,Live Phone,,10/21/2010,672,Andrew Cuomo,11318,DEM,55,Carl P. Paladino,11319,REP,35,,20,11/2/2010,62.56,33.26,29.29,9.29,-9.29,1,2.940715464,
32674,84106,1299,2010,2010_Gov-G_OH,OH,Gov-G,Gov-G,Quinnipiac University,267,Live Phone,,10/21/2010,686,Ted Strickland,11320,DEM,43,John Richard Kasich,11321,REP,49,,-6,11/2/2010,47.04,49.04,-2,4,-4,1,1.459064235,
32685,84222,1301,2010,2010_Gov-G_PA,PA,Gov-G,Gov-G,Franklin & Marshall College,106,Live Phone,,10/21/2010,489,Dan Onorato,11326,DEM,35,Thomas W. Corbett,11327,REP,51,,-16,11/2/2010,45.51,54.49,-8.98,7.02,-7.02,1,3.699451487,for WGAL | Philadelphia Daily News
32632,137975,1301,2010,2010_Gov-G_PA,PA,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/21/2010,600,Dan Onorato,11326,DEM,45,Thomas W. Corbett,11327,REP,50,,-5,11/2/2010,45.51,54.49,-8.98,3.98,3.98,1,0.577768888,sample size unavailable; estimated at 600 as a default
53250,84275,1302,2010,2010_Gov-G_RI,RI,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/21/2010,750,Lincoln Chafee,11330,IND,35,John F. Robitaille,11329,REP,25,28,10,11/2/2010,36.1,33.57,2.53,7.47,,1,1.321718448,
52086,84305,1304,2010,2010_Gov-G_SD,SD,Gov-G,Gov-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/21/2010,800,Scott N. Heidepriem,11333,DEM,35,Dennis M. Daugaard,11334,REP,54,,-19,11/2/2010,38.49,61.51,-23.03,4.03,4.03,1,-2.99221732,for Argus Leader | KELO-TV
52085,84304,1304,2010,2010_Gov-G_SD,SD,Gov-G,Gov-G,Nielson Brothers Polling,231,IVR,,10/21/2010,679,Scott N. Heidepriem,11333,DEM,40,Dennis M. Daugaard,11334,REP,43,,-3,11/2/2010,38.49,61.51,-23.03,20.03,20.03,1,14.88610993,
53298,84350,1306,2010,2010_Gov-G_TX,TX,Gov-G,Gov-G,Rasmussen Reports,277,IVR,,10/21/2010,750,Bill White,11339,DEM,42,Rick Perry,11340,REP,51,,-9,11/2/2010,42.3,54.97,-12.67,3.67,3.67,1,0.375282097,
32638,39234,1510,2010,2010_Sen-G_CA,CA,Sen-G,Sen-G,Rasmussen Reports,277,IVR,,10/21/2010,750,Barbara Boxer,620,DEM,48,Carly Fiorina,623,REP,46,,2,11/2/2010,52.18,42.17,10.01,8.01,-8.01,1,1.486771672,
32671,39267,1512,2010,2010_Sen-G_CT,CT,Sen-G,Sen-G,Quinnipiac University,267,Live Phone,,10/21/2010,702,Richard Blumenthal,656,DEM,54,Linda McMahon,657,REP,42,,12,11/2/2010,55.16,43.22,11.94,0.06,0.06,1,-4.48020507,
32708,39304,1514,2010,2010_Sen-G_FL,FL,Sen-G,Sen-G,Quinnipiac University,267,Live Phone,,10/21/2010,784,Marco Rubio,690,REP,42,Charlie Crist,4468,IND,35,15,7,11/2/2010,48.89,29.71,19.19,12.19,,1,6.681225518,
